Time (s),Voltage (V),Current (A),Cell Temperature,Thermocouple_2,Force,Current Shunt,CO2 from CAN (ppm),Humidity,Pressure,Status 1 ,Gas Temperature,Status 2,Thermal Conductivity,Temperature_T_type
618.615,0.010983597,0,68.78911868,64.2854926,7.4413546,-2.753643877,490,35.2,100.2,0,21.90625,0,0.921,72.13890942
618.715,0.010983597,0,68.80828255,64.25672516,7.451064693,-2.745674226,492,35.2,100.2,0,21.90625,0,0.921,72.12103405
618.815,0.010903864,0,68.79870062,64.23754673,7.399277528,-2.665977716,492,35.2,100.2,0,21.90625,0,0.921,72.12460917
618.915,0.010943731,0,68.79870062,64.25672516,7.418697715,-2.665977716,492,35.2,100.2,0,21.90625,0,0.921,72.12103405
619.015,0.010983597,0,68.77953672,64.25672516,7.434881204,-2.689886669,492,35.2,100.2,0,21.90625,0,0.921,72.10673334
619.115,0.010943731,0,68.76995474,64.22795748,7.444591298,-2.773568004,492,35.2,100.2,0,21.90625,0,0.921,72.10315811
619.215,0.010824131,0,68.73162668,64.23754673,7.415461017,-2.781537655,492,35.2,100.2,0,21.90625,0,0.921,72.08885695
619.315,0.010903864,0,68.75079074,64.23754673,7.460774787,-2.705825971,492,35.2,100.2,0,21.90625,0,0.921,72.08170624
619.415,0.010784264,0,68.72204462,64.21836819,7.392804132,-2.769583178,492,35.2,100.2,0,21.90625,0,0.921,72.07455544
619.515,0.010863998,0,68.73162668,64.21836819,7.428407809,-2.701841145,492,35.2,100.2,0,21.90625,0,0.92,72.06382906
619.615,0.010863998,0,68.72204462,64.22795748,7.421934413,-2.717780447,492,35.2,100.2,0,21.90625,0,0.92,72.07098
619.715,0.010824131,0,68.73162668,64.20877888,7.464011485,-2.765598353,492,35.2,100.2,0,21.90625,0,0.92,72.06025355
619.815,0.010824131,0,68.71246255,64.18001079,7.438117902,-2.733719749,492,35.2,100.2,0,21.90625,0,0.92,72.03880005
619.915,0.010824131,0,68.71246255,64.20877888,7.444591298,-2.749659051,492,35.2,100.2,0,21.90625,0,0.92,72.03880005
620.015,0.010863998,0,68.68371624,64.19918955,7.431644506,-2.733719749,492,35.2,100.2,0,21.90625,0,0.92,72.03880005
620.115,0.010903864,0,68.68371624,64.19918955,7.444591298,-2.817401084,491,35.2,100.2,0,21.90625,0,0.92,72.02092152
620.215,0.010784264,0,68.6741341,64.17042137,7.389567435,-2.701841145,491,35.2,100.2,0,21.90625,0,0.92,72.01734574
620.315,0.010784264,0,68.6741341,64.14165294,7.418697715,-2.685901843,491,35.2,100.2,0,21.90625,0,0.92,72.01376994
620.415,0.010824131,0,68.6741341,64.16083192,7.412224319,-2.693871494,491,35.2,100.2,0,21.90625,0,0.92,72.00304241
620.515,0.010824131,0,68.6741341,64.14165294,7.412224319,-2.681917018,491,35.2,100.2,0,21.90625,0,0.92,72.00661828
620.615,0.010824131,0,68.65496978,64.16083192,7.438117902,-2.69785632,491,35.2,100.2,0,21.90625,0,0.92,71.99946652
620.715,0.010824131,0,68.6741341,64.15124244,7.39604083,-2.841310037,491,35.2,100.2,0,21.90625,0,0.92,71.98873872
620.815,0.010824131,0,68.62622318,64.13206341,7.386330737,-2.7416894,490,35.2,100.2,0,21.90625,0,0.92,71.97443467
620.915,0.010784264,0,68.62622318,64.14165294,7.39604083,-2.721765273,490,35.2,100.2,0,21.90625,0,0.92,71.97801071
621.015,0.010784264,0,68.59747643,64.10329464,7.402514226,-2.729734924,490,35.2,100.2,0,21.90625,0,0.92,71.97443467
621.115,0.010784264,0,68.60705869,64.10329464,7.389567435,-2.777552829,490,35.2,100.2,0,21.90625,0,0.92,71.96013025
621.215,0.010744398,0,68.63580539,64.08411533,7.431644506,-2.701841145,490,35.2,100.2,0,21.90625,0,0.92,71.95297791
621.315,0.010704531,0,68.60705869,64.093705,7.438117902,-2.705825971,490,35.2,100.2,0,21.90625,0,0.92,71.94582547
621.415,0.010744398,0,68.56872953,64.10329464,7.434881204,-2.765598353,490,35.2,100.2,0,21.90625,0,0.92,71.94224922
621.515,0.010744398,0,68.60705869,64.093705,7.418697715,-2.725750098,490,35.2,100.2,0,21.90625,0,0.92,71.93152033
621.615,0.010664665,0,68.57831184,64.10329464,7.39604083,-2.630114287,490,35.2,100.2,0,21.90625,0,0.92,71.92436763
621.715,0.010704531,0,68.54956485,64.06493591,7.418697715,-2.650038414,490,35.2,100.2,0,21.90625,0,0.92,71.90290897
621.815,0.010664665,0,68.5591472,64.08411533,7.418697715,-2.594250857,490,35.2,100.2,0,21.90625,0,0.92,71.91006194
621.915,0.010704531,0,68.5591472,64.06493591,7.412224319,-2.709810796,490,35.2,100.2,0,21.90625,0,0.92,71.90648547
622.015,0.010704531,0,68.5208177,64.08411533,7.412224319,-2.705825971,490,35.2,100.2,0,21.90625,0,0.92,71.88502612
622.115,0.010624798,0,68.54956485,64.04575637,7.418697715,-2.725750098,490,35.2,100.2,0,21.90625,0,0.92,71.88144949
622.215,0.010624798,0,68.53998248,64.03616656,7.431644506,-2.594250857,488,35.2,100.2,0,21.90625,0,0.92,71.88144949
622.315,0.010624798,0,68.48248795,64.04575637,7.399277528,-2.650038414,488,35.2,100.2,0,21.90625,0,0.92,71.87429615
622.415,0.010664665,0,68.5304001,64.03616656,7.412224319,-2.650038414,488,35.2,100.2,0,21.90625,0,0.92,71.87071944
622.515,0.010584931,0,68.5208177,64.03616656,7.399277528,-2.701841145,488,35.2,100.2,0,21.90625,0,0.92,71.86356597
622.615,0.010584931,0,68.48248795,64.04575637,7.386330737,-2.745674226,488,35.2,100.2,0,21.90625,0,0.92,71.8599892
622.715,0.010624798,0,68.48248795,64.01698686,7.383094039,-2.681917018,488,35.2,100.2,0,21.90625,0,0.92,71.85283558
622.815,0.010624798,0,68.46332297,64.00739696,7.405750924,-2.654023239,488,35.2,100.2,0,21.90625,0,0.921,71.83852809
622.915,0.010584931,0,68.45374045,63.99780704,7.373383945,-2.622144636,485,35.2,100.2,0,21.90625,0,0.921,71.842105
623.015,0.010584931,0,68.44415792,63.9690371,7.386330737,-2.705825971,485,35.2,100.2,0,21.90625,0,0.921,71.82422023
623.115,0.010664665,0,68.44415792,63.97862711,7.418697715,-2.658008065,485,35.2,100.2,0,21.90625,0,0.921,71.82422023
623.215,0.010624798,0,68.44415792,63.98821709,7.39604083,-2.781537655,485,35.2,100.2,0,21.90625,0,0.921,71.81706616
623.315,0.010545065,0,68.46332297,63.98821709,7.425171111,-2.753643877,485,35.2,100.2,0,21.90625,0,0.921,71.80633489
623.415,0.010624798,0,68.42499281,63.9690371,7.379857341,-2.650038414,485,35.2,100.2,0,21.90625,0,0.921,71.80275776
623.515,0.010584931,0,68.42499281,63.97862711,7.373383945,-2.654023239,485,35.2,100.2,0,21.90625,0,0.921,71.77771718
623.615,0.010584931,0,68.43457537,63.97862711,7.425171111,-2.642068763,485,35.2,100.2,0,21.90625,0,0.921,71.76698517
623.715,0.010505198,0,68.40582763,63.95944707,7.412224319,-2.646053588,485,35.2,100.2,0,21.90625,0,0.921,71.77771718
623.815,0.010505198,0,68.40582763,63.9690371,7.399277528,-2.725750098,485,35.2,100.2,0,21.90625,0,0.921,71.76340778
623.915,0.010624798,0,68.41541023,63.94026691,7.399277528,-2.725750098,485,35.2,100.2,0,21.90625,0,0.92,71.75625295
624.015,0.010545065,0,68.38666238,63.94026691,7.36691055,-2.673947367,485,35.2,100.2,0,21.90625,0,0.92,71.74909802
624.115,0.010624798,0,68.36749707,63.92108665,7.35072706,-2.650038414,485,35.2,100.2,0,21.90625,0,0.92,71.74552052
624.215,0.010505198,0,68.40582763,63.92108665,7.392804132,-2.685901843,485,35.2,100.2,0,21.90625,0,0.92,71.74909802
624.315,0.010545065,0,68.35791439,63.92108665,7.389567435,-2.761613527,482,35.2,100.2,0,21.90625,0,0.92,71.73478789
624.415,0.010584931,0,68.33874897,63.91149647,7.389567435,-2.66199289,482,35.2,100.2,0,21.90625,0,0.92,71.7312103
624.515,0.010505198,0,68.33874897,63.91149647,7.383094039,-2.57432673,482,35.2,100.2,0,21.90625,0,0.92,71.71332202
624.615,0.010545065,0,68.34833169,63.88272577,7.353963758,-2.622144636,482,35.2,100.2,0,21.90625,0,0.92,71.7097443
624.715,0.010505198,0,68.31000072,63.89231603,7.399277528,-2.642068763,482,35.2,100.2,0,21.90625,0,0.92,71.69185534
624.815,0.010425465,0,68.33874897,63.90190627,7.399277528,-2.654023239,482,35.2,100.2,0,21.90625,0,0.92,71.69901099
624.915,0.010425465,0,68.31000072,63.88272577,7.386330737,-2.642068763,482,35.2,100.2,0,21.90625,0,0.92,71.69185534
625.015,0.010425465,0,68.29083513,63.87313548,7.405750924,-2.590266032,481,35.2,100.2,0,21.90625,0,0.921,71.68112169
625.115,0.010425465,0,68.28125231,63.88272577,7.360437154,-2.685901843,481,35.2,100.2,0,21.90625,0,0.921,71.67396581
625.215,0.010385598,0,68.28125231,63.86354516,7.415461017,-2.630114287,481,35.2,100.2,0,21.90625,0,0.921,71.66680984
625.315,0.010385598,0,68.25250375,63.86354516,7.399277528,-2.586281206,481,35.2,100.2,0,21.90625,0,0.921,71.66323182
625.415,0.010425465,0,68.25250375,63.87313548,7.347490363,-2.594250857,481,35.2,100.2,0,21.90625,0,0.921,71.65249762
625.515,0.010345732,0,68.25250375,63.85395482,7.360437154,-2.630114287,481,35.2,100.2,0,21.90625,0,0.921,71.64534138
625.615,0.010425465,0,68.26208662,63.84436444,7.379857341,-2.713795622,481,35.2,100.2,0,21.90625,0,0.921,71.64534138
625.715,0.010385598,0,68.25250375,63.84436444,7.331306873,-2.709810796,481,35.2,100.2,0,21.90625,0,0.921,71.62387211
625.815,0.010385598,0,68.25250375,63.82518361,7.36691055,-2.614174985,481,35.2,100.2,0,21.90625,0,0.921,71.63460684
625.915,0.010345732,0,68.24292086,63.80600266,7.36691055,-2.626129461,481,35.2,100.2,0,21.90625,0,0.921,71.62387211
626.015,0.010465332,0,68.22375504,63.81559315,7.386330737,-2.677932192,481,35.2,100.2,0,21.90625,0,0.921,71.6167155
626.115,0.010505198,0,68.23333796,63.79641214,7.376620643,-2.677932192,481,35.2,100.2,0,21.90625,0,0.92,71.60598042
626.215,0.010345732,0,68.20458914,63.79641214,7.370147248,-2.677932192,481,35.2,100.2,0,21.90625,0,0.92,71.60240201
626.315,0.010345732,0,68.17584016,63.81559315,7.386330737,-2.654023239,481,35.2,100.2,0,21.90625,0,0.92,71.59524514
626.415,0.010425465,0,68.16625714,63.77723102,7.344253665,-2.606205334,481,35.2,100.2,0,21.90625,0,0.92,71.58808817
626.515,0.010385598,0,68.17584016,63.78682159,7.341016967,-2.729734924,481,35.2,100.2,0,21.90625,0,0.92,71.58093111
626.615,0.010305865,0,68.15667409,63.78682159,7.373383945,-2.689886669,481,35.2,100.2,0,21.90625,0,0.92,71.57735254
626.715,0.010345732,0,68.15667409,63.75804978,7.328070176,-2.665977716,481,35.2,100.2,0,21.90625,0,0.92,71.56661671
626.815,0.010265999,0,68.15667409,63.75804978,7.363673852,-2.546432951,481,35.2,100.2,0,21.90625,0,0.92,71.56661671
626.915,0.010265999,0,68.12792486,63.75804978,7.405750924,-2.673947367,481,35.2,100.2,0,21.90625,0,0.92,71.54872321
627.015,0.010385598,0,68.13750795,63.73886843,7.35072706,-2.610190159,481,35.2,100.2,0,21.90625,0,0.92,71.54514444
627.115,0.010226132,0,68.12792486,63.73886843,7.373383945,-2.61815981,480,35.2,100.2,0,21.90625,0,0.92,71.53082914
627.215,0.010305865,0,68.12792486,63.73886843,7.334543571,-2.622144636,480,35.2,100.2,0,21.90625,0,0.921,71.52009243
627.315,0.010385598,0,68.08959229,63.73886843,7.360437154,-2.61815981,480,35.2,100.2,0,21.90625,0,0.921,71.52009243
627.415,0.010305865,0,68.10875861,63.73886843,7.360437154,-2.669962541,480,35.2,100.2,0,21.90625,0,0.921,71.5129345
627.515,0.010265999,0,68.08000911,63.71968697,7.344253665,-2.606205334,480,35.2,100.2,0,21.90625,0,0.921,71.50935551
627.615,0.010305865,0,68.08000911,63.71968697,7.337780269,-2.681917018,480,35.2,100.2,0,21.90625,0,0.921,71.49861838
627.715,0.010265999,0,68.08000911,63.71009619,7.35072706,-2.638083937,480,35.2,100.2,0,21.90625,0,0.921,71.50219745
627.815,0.010265999,0,68.05125945,63.70050538,7.331306873,-2.622144636,479,35.2,100.2,0,21.90625,0,0.921,71.49146019
627.915,0.010265999,0,68.06084269,63.68132369,7.383094039,-2.546432951,479,35.2,100.2,0,21.90625,0,0.921,71.4843019
628.015,0.010226132,0,68.05125945,63.70050538,7.331306873,-2.638083937,479,35.2,100.2,0,21.90625,0,0.921,71.47714352
628.115,0.010186266,0,68.03209292,63.68132369,7.324833478,-2.57432673,479,35.2,100.2,0,21.90625,0,0.921,71.45924718
628.215,0.010146399,0,68.02250963,63.69091455,7.389567435,-2.578311555,479,35.2,100.2,0,21.90625,0,0.921,71.44135027
628.315,0.010186266,0,68.02250963,63.6717328,7.334543571,-2.66199289,479,35.2,100.2,0,21.90625,0,0.92,71.4449297
628.415,0.010146399,0,68.02250963,63.66214188,7.328070176,-2.610190159,479,35.2,100.2,0,21.90625,0,0.92,71.4485091
628.515,0.010265999,0,68.00334299,63.69091455,7.331306873,-2.630114287,479,35.2,100.2,0,21.90625,0,0.92,71.43777082
628.615,0.010186266,0,67.99375965,63.69091455,7.279519708,-2.669962541,479,35.2,100.2,0,21.90625,0,0.92,71.43061185
628.715,0.010265999,0,67.98417629,63.64295995,7.347490363,-2.582296381,479,35.2,100.2,0,21.90625,0,0.92,71.41629364
628.815,0.010265999,0,67.96500951,63.65255093,7.353963758,-2.478690918,479,35.2,100.2,0,21.90625,0,0.92,71.41271403
628.915,0.010226132,0,67.98417629,63.63336894,7.334543571,-2.486660569,479,35.2,100.2,0,21.90625,0,0.92,71.40197506
629.015,0.010186266,0,67.98417629,63.6237779,7.373383945,-2.614174985,479,35.2,100.2,0,21.90625,0,0.92,71.39481564
629.115,0.010186266,0,67.96500951,63.63336894,7.363673852,-2.606205334,479,35.2,100.2,0,21.90625,0,0.92,71.38765613
629.215,0.010146399,0,67.95542609,63.60459574,7.360437154,-2.606205334,478,35.2,100.2,0,21.90625,0,0.92,71.38049652
629.315,0.010186266,0,67.94584266,63.6237779,7.334543571,-2.638083937,478,35.2,100.2,0,21.90625,0,0.92,71.37691668
629.415,0.010146399,0,67.93625921,63.6237779,7.360437154,-2.673947367,478,35.2,100.2,0,21.90625,0,0.921,71.36617704
629.515,0.010146399,0,67.94584266,63.60459574,7.311886686,-2.598235683,478,35.2,100.2,0,21.90625,0,0.921,71.36259711
629.615,0.010186266,0,67.92667574,63.58541347,7.279519708,-2.642068763,478,35.2,100.2,0,21.90625,0,0.921,71.35901716
629.715,0.010146399,0,67.90750874,63.58541347,7.334543571,-2.598235683,478,35.2,100.2,0,21.90625,0,0.921,71.33753698
629.815,0.010186266,0,67.91709225,63.57582228,7.285993104,-2.578311555,478,35.2,100.2,0,21.90625,0,0.921,71.33037673
629.915,0.010026799,0,67.88834168,63.58541347,7.292466499,-2.673947367,476,35.2,100.2,0,21.90625,0,0.921,71.34111706
630.015,0.010146399,0,67.86917454,63.57582228,7.302176593,-2.57432673,476,35.2,100.2,0,21.90625,0,0.921,71.33037673
630.115,0.010026799,0,67.87875811,63.55663983,7.344253665,-2.562372253,476,35.2,100.2,0,21.90625,0,0.921,71.3232164
630.215,0.010026799,0,67.86917454,63.59500462,7.318360082,-2.590266032,476,35.2,100.2,0,21.90625,0,0.921,71.30889546
630.315,0.010106532,0,67.85959094,63.54704856,7.318360082,-2.634099112,476,35.2,100.2,0,21.90625,0,0.921,71.3232164
630.415,0.010026799,0,67.84042369,63.55663983,7.311886686,-2.646053588,476,35.2,100.2,0,21.90625,0,0.921,71.30889546
630.515,0.010146399,0,67.83084004,63.54704856,7.308649989,-2.562372253,476,35.2,100.2,0,21.90625,0,0.92,71.29099377
630.615,0.010026799,0,67.84042369,63.53745726,7.360437154,-2.606205334,476,35.2,100.2,0,21.90625,0,0.92,71.29457416
630.715,0.010066666,0,67.84042369,63.54704856,7.285993104,-2.578311555,476,35.2,100.2,0,21.90625,0,0.92,71.28383294
630.815,0.010106532,0,67.80208897,63.50868319,7.295703197,-2.562372253,476,35.2,100.2,0,21.90625,0,0.92,71.27309152
630.915,0.009986933,0,67.81167268,63.50868319,7.328070176,-2.470721267,476,35.2,100.2,0,21.90625,0,0.92,71.26593046
631.015,0.010026799,0,67.7829215,63.48950033,7.334543571,-2.606205334,476,35.2,100.2,0,21.90625,0,0.92,71.2587693
631.115,0.010066666,0,67.80208897,63.50868319,7.315123384,-2.610190159,476,35.2,100.2,0,21.90625,0,0.92,71.25160806
631.215,0.010026799,0,67.7829215,63.51827458,7.295703197,-2.510569522,476,35.2,100.2,0,21.90625,0,0.92,71.23012378
631.315,0.009986933,0,67.7829215,63.50868319,7.305413291,-2.610190159,474,35.2,100.2,0,21.90625,0,0.92,71.23370455
631.415,0.010026799,0,67.77333774,63.48950033,7.334543571,-2.61815981,474,35.2,100.2,0,21.90625,0,0.92,71.23012378
631.515,0.009986933,0,67.7829215,63.46072581,7.32159678,-2.57432673,474,35.2,100.2,0,21.90625,0,0.92,71.23012378
631.615,0.009907199,0,67.75417016,63.47990885,7.311886686,-2.642068763,474,35.2,100.2,0,21.90625,0,0.92,71.21938133
631.715,0.009986933,0,67.75417016,63.47990885,7.269809615,-2.550417777,474,35.2,100.2,0,21.90625,0,0.92,71.20863868
631.815,0.009986933,0,67.74458634,63.46072581,7.289229802,-2.514554347,474,35.2,100.2,0,21.90625,0,0.92,71.19073381
631.915,0.009986933,0,67.72541865,63.46072581,7.347490363,-2.542448126,474,35.2,100.2,0,21.90625,0,0.92,71.19073381
632.015,0.010026799,0,67.76375396,63.45113425,7.292466499,-2.514554347,472,35.2,100.2,0,21.90625,0,0.92,71.1835717
632.115,0.009867333,0,67.73500251,63.44154266,7.27628301,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,71.1835717
632.215,0.009907199,0,67.73500251,63.44154266,7.32159678,-2.518539173,472,35.2,100.2,0,21.90625,0,0.92,71.17282836
632.315,0.009947066,0,67.70625089,63.45113425,7.282756406,-2.546432951,472,35.2,100.2,0,21.90625,0,0.92,71.16924721
632.415,0.009907199,0,67.70625089,63.39358425,7.298939895,-2.498615046,472,35.2,100.2,0,21.90625,0,0.92,71.16566603
632.515,0.009947066,0,67.71583478,63.43195103,7.334543571,-2.646053588,472,35.2,100.2,0,21.90625,0,0.92,71.14775979
632.615,0.009986933,0,67.68708305,63.43195103,7.273046312,-2.530493649,472,35.2,100.2,0,21.90625,0,0.92,71.15134108
632.715,0.009827466,0,67.66791514,63.42235938,7.269809615,-2.546432951,472,35.2,100.2,0,21.90625,0,0.92,71.14417847
632.815,0.009986933,0,67.69666698,63.4127677,7.32159678,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,71.13343438
632.915,0.009947066,0,67.68708305,63.40317599,7.328070176,-2.514554347,472,35.2,100.2,0,21.90625,0,0.92,71.13343438
633.015,0.009867333,0,67.65833115,63.40317599,7.27628301,-2.590266032,472,35.2,100.2,0,21.90625,0,0.92,71.12985298
633.115,0.009907199,0,67.64874715,63.39358425,7.298939895,-2.646053588,472,35.2,100.2,0,21.90625,0,0.92,71.1119456
633.215,0.009867333,0,67.64874715,63.38399248,7.27628301,-2.466736442,472,35.2,100.2,0,21.90625,0,0.92,71.10836405
633.315,0.009827466,0,67.66791514,63.37440068,7.302176593,-2.5384633,472,35.2,100.2,0,21.90625,0,0.92,71.10478248
633.415,0.0097876,0,67.65833115,63.37440068,7.328070176,-2.506584697,472,35.2,100.2,0,21.90625,0,0.92,71.09045599
633.515,0.009867333,0,67.63916313,63.35521699,7.32159678,-2.626129461,472,35.2,100.2,0,21.90625,0,0.92,71.07971087
633.615,0.0097876,0,67.62957908,63.37440068,7.253626125,-2.498615046,472,35.2,100.2,0,21.90625,0,0.92,71.06538374
633.715,0.009986933,0,67.63916313,63.35521699,7.27628301,-2.586281206,472,35.2,100.2,0,21.90625,0,0.92,71.06896556
633.815,0.009827466,0,67.61041095,63.32644123,7.308649989,-2.466736442,472,35.2,100.2,0,21.90625,0,0.92,71.06538374
633.915,0.009867333,0,67.61999502,63.31684925,7.331306873,-2.550417777,472,35.2,100.2,0,21.90625,0,0.92,71.04747431
634.015,0.009867333,0,67.59124273,63.31684925,7.282756406,-2.518539173,472,35.2,100.2,0,21.90625,0,0.92,71.04747431
634.115,0.009747733,0,67.61999502,63.33603318,7.282756406,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,71.04031037
634.215,0.0097876,0,67.60082685,63.31684925,7.250389428,-2.582296381,472,35.2,100.2,0,21.90625,0,0.92,71.0295643
634.315,0.0097876,0,67.59124273,63.31684925,7.282756406,-2.5384633,472,35.2,100.2,0,21.90625,0,0.92,71.01523589
634.415,0.0097876,0,67.57207444,63.30725724,7.305413291,-2.474706093,472,35.2,100.2,0,21.90625,0,0.92,71.01523589
634.515,0.009747733,0,67.59124273,63.2976652,7.311886686,-2.498615046,472,35.2,100.2,0,21.90625,0,0.92,71.01523589
634.615,0.009867333,0,67.55290607,63.2976652,7.256862823,-2.61815981,472,35.2,100.2,0,21.90625,0,0.92,70.98657797
634.715,0.0097876,0,67.5816586,63.27848104,7.282756406,-2.546432951,472,35.2,100.2,0,21.90625,0,0.92,70.99374259
634.815,0.009827466,0,67.56249027,63.25929675,7.308649989,-2.446812314,472,35.2,100.2,0,21.90625,0,0.92,70.98657797
634.915,0.0097876,0,67.55290607,63.27848104,7.279519708,-2.498615046,472,35.2,100.2,0,21.90625,0,0.92,70.97941327
635.015,0.009707866,0,67.55290607,63.25929675,7.282756406,-2.558387428,472,35.2,100.2,0,21.90625,0,0.92,70.98299563
635.115,0.009707866,0,67.53373763,63.27848104,7.250389428,-2.522523998,472,35.2,100.2,0,21.90625,0,0.92,70.96508358
635.215,0.009747733,0,67.56249027,63.25929675,7.285993104,-2.466736442,472,35.2,100.2,0,21.90625,0,0.92,70.95075352
635.315,0.009668,0,67.54332186,63.25929675,7.256862823,-2.422903361,472,35.2,100.2,0,21.90625,0,0.92,70.95433607
635.415,0.009668,0,67.54332186,63.24011234,7.260099521,-2.550417777,472,35.2,100.2,0,21.90625,0,0.92,70.94358836
635.515,0.009707866,0,67.51456911,63.24970456,7.256862823,-2.438842663,472,35.2,100.2,0,21.90625,0,0.92,70.9364231
635.615,0.009668,0,67.52415338,63.22092781,7.27628301,-2.438842663,472,35.2,100.2,0,21.90625,0,0.92,70.94000574
635.715,0.009668,0,67.52415338,63.24011234,7.266572917,-2.602220508,472,35.2,100.2,0,21.90625,0,0.92,70.92567505
635.815,0.009707866,0,67.52415338,63.25929675,7.227732543,-2.526508824,472,35.2,100.2,0,21.90625,0,0.92,70.92925775
635.915,0.009668,0,67.48581619,63.22092781,7.282756406,-2.542448126,472,35.2,100.2,0,21.90625,0,0.92,70.90776117
636.015,0.009588267,0,67.50498483,63.22092781,7.266572917,-2.570341904,472,35.2,100.2,0,21.90625,0,0.92,70.91492679
636.115,0.009707866,0,67.50498483,63.21133551,7.273046312,-2.582296381,472,35.2,100.2,0,21.90625,0,0.92,70.90417832
636.215,0.009588267,0,67.47623185,63.20174317,7.302176593,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,70.89342965
636.315,0.009588267,0,67.46664748,63.23052009,7.256862823,-2.522523998,472,35.2,100.2,0,21.90625,0,0.92,70.87193169
636.415,0.009668,0,67.48581619,63.17296597,7.282756406,-2.454781965,472,35.2,100.2,0,21.90625,0,0.92,70.87551474
636.515,0.009747733,0,67.48581619,63.17296597,7.243916032,-2.550417777,472,35.2,100.2,0,21.90625,0,0.92,70.87909777
636.615,0.009628133,0,67.47623185,63.17296597,7.218022449,-2.466736442,472,35.2,100.2,0,21.90625,0,0.92,70.86834862
636.715,0.009628133,0,67.47623185,63.17296597,7.218022449,-2.478690918,472,35.2,100.2,0,21.90625,0,0.92,70.85759926
636.815,0.009707866,0,67.46664748,63.16337351,7.279519708,-2.45079714,472,35.2,100.2,0,21.90625,0,0.92,70.8468497
636.915,0.009588267,0,67.43789428,63.17296597,7.266572917,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,70.83251664
637.015,0.009628133,0,67.4474787,63.16337351,7.263336219,-2.506584697,472,35.2,100.2,0,21.90625,0,0.92,70.83609994
637.115,0.009668,0,67.42830983,63.16337351,7.250389428,-2.510569522,472,35.2,100.2,0,21.90625,0,0.92,70.8217666
637.215,0.009628133,0,67.43789428,63.1441885,7.256862823,-2.566357079,472,35.2,100.2,0,21.90625,0,0.92,70.82534996
637.315,0.009588267,0,67.38997188,63.15378102,7.282756406,-2.45079714,472,35.2,100.2,0,21.90625,0,0.92,70.81459979
637.415,0.009628133,0,67.42830983,63.11541076,7.214785751,-2.446812314,472,35.2,100.2,0,21.90625,0,0.92,70.80743289
637.515,0.0095484,0,67.40914089,63.12500337,7.279519708,-2.446812314,472,35.2,100.2,0,21.90625,0,0.92,70.80743289
637.615,0.009628133,0,67.41872537,63.10581811,7.292466499,-2.478690918,472,35.2,100.2,0,21.90625,0,0.92,70.78593164
637.715,0.009668,0,67.39955639,63.10581811,7.24715273,-2.478690918,472,35.2,100.2,0,21.90625,0,0.92,70.78951524
637.815,0.0095484,0,67.38038734,63.10581811,7.234205938,-2.610190159,472,35.2,100.2,0,21.90625,0,0.92,70.78234802
637.915,0.009588267,0,67.38997188,63.09622544,7.269809615,-2.530493649,472,35.2,100.2,0,21.90625,0,0.92,70.78234802
638.015,0.009588267,0,67.37080278,63.08663274,7.295703197,-2.398994408,472,35.2,100.2,0,21.90625,0,0.92,70.76442957
638.115,0.0095484,0,67.3612182,63.08663274,7.263336219,-2.49463022,472,35.2,100.2,0,21.9375,0,0.92,70.76442957
638.215,0.009468667,0,67.37080278,63.07704001,7.218022449,-2.578311555,472,35.2,100.2,0,21.9375,0,0.92,70.76801331
638.315,0.009588267,0,67.34204899,63.05785445,7.198602262,-2.594250857,472,35.2,100.2,0,21.9375,0,0.92,70.7500944
638.415,0.0095484,0,67.35163361,63.05785445,7.256862823,-2.546432951,472,35.2,100.2,0,21.9375,0,0.92,70.73217493
638.515,0.0094288,0,67.37080278,63.06744724,7.240679334,-2.462751616,472,35.2,100.2,0,21.9375,0,0.92,70.73575887
638.615,0.0095484,0,67.3228797,63.02907589,7.250389428,-2.518539173,472,35.2,100.2,0,21.9375,0,0.92,70.71425488
638.715,0.009388934,0,67.33246435,63.04826163,7.253626125,-2.482675744,472,35.2,100.2,0,21.90625,0,0.92,70.7106708
638.815,0.009508533,0,67.33246435,63.02907589,7.218022449,-2.402979234,472,35.2,100.2,0,21.90625,0,0.92,70.70350257
638.915,0.009468667,0,67.3228797,62.99070404,7.237442636,-2.430873012,472,35.2,100.2,0,21.90625,0,0.92,70.69633426
639.015,0.009468667,0,67.31329502,63.02907589,7.243916032,-2.502599871,472,35.2,100.2,0,21.90625,0,0.92,70.69991843
639.115,0.009468667,0,67.27495613,63.02907589,7.273046312,-2.478690918,473,35.2,100.2,0,21.9375,0,0.92,70.69275007
639.215,0.009349067,0,67.30371033,63.00989002,7.234205938,-2.45079714,473,35.2,100.2,0,21.9375,0,0.92,70.67841307
639.315,0.009388934,0,67.29412562,63.01948297,7.250389428,-2.458766791,473,35.2,100.2,0,21.90625,0,0.92,70.68558161
639.415,0.0094288,0,67.28454088,63.00989002,7.224495845,-2.498615046,473,35.2,100.2,0,21.90625,0,0.92,70.67124443
639.515,0.009388934,0,67.27495613,62.99070404,7.227732543,-2.45079714,473,35.2,100.2,0,21.90625,0,0.92,70.65690688
