# ESC Time [s],Cell Temperature [K]
776.902,348.2748359
777.002,348.2365187
777.102,348.246098
777.202,348.2652566
777.302,348.246098
777.402,348.2365187
777.502,348.2173601
777.602,348.2077807
777.702,348.1982014
777.802,348.2173601
777.902,348.1886221
778.002,348.1886221
778.102,348.1790428
778.202,348.1790428
778.302,348.1790428
778.402,348.1790428
778.502,348.1598842
778.602,348.1503048
778.702,348.1311462
778.802,348.1215669
778.902,348.1407255
779.002,348.1407255
779.102,348.1311462
779.202,348.1311462
779.302,348.1215669
779.402,348.1024082
779.502,348.1215669
779.602,348.1215669
779.702,348.1024082
779.802,348.1024082
779.902,348.0928289
780.002,348.0832496
780.102,348.0928289
780.202,348.0736702
780.302,348.0832496
780.402,348.0928289
780.502,348.0545116
780.602,348.0353529
780.702,348.0640909
780.802,348.0640909
780.902,348.0353529
781.002,348.0449323
781.102,348.0257736
781.202,348.0353529
781.302,348.0353529
781.402,348.0257736
781.502,348.0161943
781.602,347.9970356
781.702,347.9874563
781.802,347.9970356
781.902,347.9874563
782.002,347.9970356
782.102,347.9778769
782.202,347.9970356
782.302,347.9778769
782.402,347.9682976
782.502,347.9682976
782.602,347.9491389
782.702,347.9491389
782.802,347.9299802
782.902,347.9299802
783.002,347.9299802
783.102,347.9204009
783.202,347.9108215
783.302,347.9012422
783.402,347.8916628
783.502,347.9108215
783.602,347.9012422
783.702,347.8820835
783.802,347.8916628
783.902,347.8820835
784.002,347.8820835
784.102,347.8820835
784.202,347.8725041
784.302,347.8533454
784.402,347.8725041
784.502,347.8246074
784.602,347.8246074
784.702,347.8437661
784.802,347.8533454
784.902,347.815028
785.002,347.8054486
785.102,347.815028
785.202,347.8341867
785.302,347.7862899
785.402,347.8054486
785.502,347.7958693
785.602,347.8054486
785.702,347.7862899
785.802,347.7575518
785.902,347.7479724
786.002,347.7862899
786.102,347.7575518
786.202,347.7575518
786.302,347.7575518
786.402,347.7575518
786.502,347.7575518
786.602,347.7575518
786.702,347.7671312
786.802,347.7288137
786.902,347.7383931
787.002,347.7096549
787.102,347.7192343
787.202,347.7192343
787.302,347.7000756
787.402,347.7000756
787.502,347.7000756
787.602,347.6904962
787.702,347.7000756
787.802,347.6521786
787.902,347.6809168
788.002,347.6809168
788.102,347.6713374
788.202,347.6521786
788.302,347.6521786
788.402,347.6330199
788.502,347.6521786
788.602,347.6425992
788.702,347.6521786
788.802,347.6425992
788.902,347.5947023
789.002,347.6042817
789.102,347.6234405
789.202,347.6138611
789.302,347.6234405
789.402,347.6042817
789.502,347.6042817
789.602,347.5755435
789.702,347.5755435
789.802,347.5659641
789.902,347.5755435
790.002,347.5468052
790.102,347.5755435
790.202,347.5468052
790.302,347.5755435
790.402,347.5659641
790.502,347.5755435
790.602,347.5276464
790.702,347.5276464
790.802,347.5372258
790.902,347.5276464
791.002,347.5276464
791.102,347.4989082
791.202,347.4989082
791.302,347.4989082
791.402,347.5084876
791.502,347.4989082
791.602,347.4605904
791.702,347.4989082
791.802,347.4701699
791.902,347.4701699
792.002,347.4701699
792.102,347.4701699
792.202,347.4605904
792.302,347.4414316
792.402,347.4318521
792.502,347.4414316
792.602,347.451011
792.702,347.4318521
792.802,347.4126933
792.902,347.4318521
793.002,347.4031138
793.102,347.4222727
793.202,347.4126933
793.302,347.4318521
793.402,347.3839549
793.502,347.4126933
793.602,347.3743755
793.702,347.3839549
793.802,347.3552166
793.902,347.3743755
794.002,347.364796
794.102,347.364796
794.202,347.3552166
794.302,347.3552166
794.402,347.3456371
794.502,347.3456371
794.602,347.3360576
794.702,347.3456371
794.802,347.3360576
794.902,347.2977398
795.002,347.3264782
795.102,347.3168987
795.202,347.2785808
795.302,347.2977398
795.402,347.2977398
795.502,347.2690013
795.602,347.3073192
795.702,347.2881603
795.802,347.2690013
795.902,347.2594218
796.002,347.2785808
796.102,347.2594218
796.202,347.2498423
796.302,347.2690013
796.402,347.2498423
796.502,347.2306834
796.602,347.2402629
796.702,347.2115244
796.802,347.2019449
796.902,347.2211039
797.002,347.2306834
797.102,347.1923654
797.202,347.1827858
797.302,347.2019449
797.402,347.1923654
797.502,347.1827858
797.602,347.1540473
797.702,347.1732063
797.802,347.1636268
797.902,347.1636268
798.002,347.1540473
798.102,347.1348883
798.202,347.1444678
798.302,347.1253087
798.402,347.1348883
798.502,347.1444678
798.602,347.1157292
798.702,347.1348883
798.802,347.0965701
798.902,347.0869906
799.002,347.0869906
799.102,347.0965701
799.202,347.1061497
799.302,347.1061497
799.402,347.0869906
799.502,347.0869906
799.602,347.058252
799.702,347.0486724
799.802,347.0486724
799.902,347.058252
800.002,347.058252
800.102,347.0390929
800.202,347.0295133
800.302,347.0295133
800.402,347.0295133
800.502,347.0199337
800.602,347.0390929
800.702,347.0295133
800.802,347.0103542
800.902,346.991195
801.002,346.991195
801.102,347.0007746
801.202,346.9624563
801.302,347.0007746
801.402,346.9528767
801.502,346.9720359
801.602,346.9720359
801.702,346.9624563
801.802,346.9624563
801.902,346.9337175
802.002,346.9337175
802.102,346.9528767
802.202,346.9528767
802.302,346.9528767
802.402,346.9432971
802.502,346.9337175
802.602,346.9145583
802.702,346.8953991
802.802,346.9049787
802.902,346.8953991
803.002,346.8953991
803.102,346.8953991
803.202,346.8858195
803.302,346.8858195
803.402,346.9049787
803.502,346.8858195
803.602,346.8762399
803.702,346.8762399
803.802,346.8283417
803.902,346.8570806
804.002,346.8379214
804.102,346.8379214
804.202,346.847501
804.302,346.7996028
804.402,346.8283417
804.502,346.8187621
804.602,346.847501
804.702,346.8091825
804.802,346.8187621
804.902,346.8187621
805.002,346.7996028
805.102,346.7708639
805.202,346.7900232
805.302,346.7996028
805.402,346.7708639
805.502,346.7804435
805.602,346.7612842
805.702,346.7517045
805.802,346.7517045
805.902,346.7421249
806.002,346.7517045
806.102,346.7325452
806.202,346.7229655
806.302,346.7325452
806.402,346.7517045
806.502,346.7325452
806.602,346.7229655
806.702,346.7133858
806.802,346.7229655
806.902,346.7229655
807.002,346.7229655
807.102,346.6750671
807.202,346.6942265
807.302,346.6846468
807.402,346.7038061
807.502,346.6654874
807.602,346.7038061
807.702,346.6654874
807.802,346.6750671
807.902,346.6559076
808.002,346.6559076
808.102,346.6463279
808.202,346.6367482
808.302,346.6463279
808.402,346.6367482
808.502,346.6463279
808.602,346.6559076
808.702,346.6271685
808.802,346.608009
808.902,346.608009
809.002,346.608009
809.102,346.5984293
809.202,346.5888496
809.302,346.5888496
809.402,346.5888496
809.502,346.5888496
809.602,346.5696901
809.702,346.5696901
809.802,346.5696901
809.902,346.5696901
810.002,346.5313711
810.102,346.5217913
810.202,346.5601103
810.302,346.5505306
810.402,346.5313711
810.502,346.5122115
810.602,346.5217913
810.702,346.5122115
810.802,346.5026317
810.902,346.5122115
811.002,346.4930519
811.102,346.5026317
811.202,346.4738924
811.302,346.5122115
811.402,346.4547328
811.502,346.4738924
811.602,346.4738924
811.702,346.4930519
811.802,346.4738924
811.902,346.4643126
812.002,346.4547328
812.102,346.4547328
812.202,346.4259933
812.302,346.4164135
812.402,346.4547328
812.502,346.4259933
812.602,346.4259933
812.702,346.445153
812.802,346.4259933
812.902,346.4164135
813.002,346.4068337
813.102,346.4164135
813.202,346.4068337
813.302,346.3780942
813.402,346.387674
813.502,346.387674
813.602,346.3589345
813.702,346.3685143
813.802,346.3397748
813.902,346.3589345
814.002,346.3780942
814.102,346.3685143
814.202,346.3589345
814.302,346.3493546
814.402,346.3493546
814.502,346.320615
814.602,346.320615
814.702,346.320615
814.802,346.3397748
814.902,346.3301949
815.002,346.3110352
815.102,346.3110352
815.202,346.2918754
815.302,346.3014553
815.402,346.2822955
815.502,346.3014553
815.602,346.3014553
815.702,346.3014553
815.802,346.2918754
815.902,346.2727156
816.002,346.2631357
816.102,346.2535558
816.202,346.2535558
816.302,346.234396
816.402,346.2727156
816.502,346.224816
816.602,346.2439759
816.702,346.2439759
816.802,346.224816
816.902,346.224816
817.002,346.2152361
817.102,346.2056562
817.202,346.224816
817.302,346.1960762
817.402,346.2056562
817.502,346.1769163
817.602,346.1769163
817.702,346.1960762
817.802,346.1864963
817.902,346.1960762
818.002,346.1673364
818.102,346.1577564
818.202,346.1769163
818.302,346.1481765
818.402,346.1577564
818.502,346.1290165
818.602,346.1481765
818.702,346.1481765
818.802,346.1290165
818.902,346.1194365
819.002,346.1098566
819.102,346.1194365
819.202,346.1002766
819.302,346.0906966
819.402,346.0906966
819.502,346.1098566
819.602,346.1002766
819.702,346.1002766
819.802,346.0811166
819.902,346.0715365
820.002,346.0715365
820.102,346.0906966
820.202,346.0811166
820.302,346.0523765
820.402,346.0715365
820.502,346.0619565
820.602,346.0523765
820.702,346.0523765
820.802,346.0332164
820.902,346.0332164
821.002,346.0427965
821.102,346.0332164
821.202,346.0236364
821.302,346.0140564
821.402,346.0044763
821.502,346.0332164
821.602,345.9948963
821.702,346.0140564
821.802,345.9853162
821.902,346.0044763
822.002,345.9853162
822.102,345.9661561
822.202,345.9374158
822.302,345.9757361
822.402,345.9757361
822.502,345.9661561
822.602,345.9374158
822.702,345.9374158
822.802,345.9374158
822.902,345.9469959
823.002,345.9278357
823.102,345.9374158
823.202,345.9374158
823.302,345.9182556
823.402,345.9278357
823.502,345.9278357
823.602,345.9086755
823.702,345.8895152
823.802,345.8799351
823.902,345.8895152
824.002,345.8895152
824.102,345.8895152
824.202,345.8607748
824.302,345.8607748
824.402,345.8799351
824.502,345.8895152
824.602,345.870355
824.702,345.8799351
824.802,345.8416145
824.902,345.8416145
825.002,345.8416145
825.102,345.8511947
825.202,345.8224542
825.302,345.8320344
825.402,345.8320344
825.502,345.8224542
825.602,345.8224542
825.702,345.7937137
825.802,345.812874
825.902,345.7745533
826.002,345.7841335
826.102,345.7841335
826.202,345.8032939
826.302,345.7841335
826.402,345.7841335
826.502,345.7649731
826.602,345.7745533
826.702,345.7937137
826.802,345.7745533
826.902,345.7649731
827.002,345.7362324
827.102,345.7362324
827.202,345.7745533
827.302,345.7458127
827.402,345.7266522
827.502,345.7266522
827.602,345.7074917
827.702,345.7266522
827.802,345.7074917
827.902,345.7266522
828.002,345.7266522
828.102,345.6883312
828.202,345.6979115
828.302,345.6979115
828.402,345.6883312
828.502,345.7074917
828.602,345.6883312
828.702,345.6979115
828.802,345.6883312
828.902,345.6691707
829.002,345.6691707
829.102,345.6691707
829.202,345.6595904
829.302,345.6500101
829.402,345.6308496
829.502,345.6212693
829.602,345.6308496
829.702,345.6404299
829.802,345.6212693
829.902,345.6404299
830.002,345.6212693
830.102,345.6021086
830.202,345.6308496
830.302,345.6212693
830.402,345.611689
830.502,345.6212693
830.602,345.611689
830.702,345.5925283
830.802,345.5925283
830.902,345.611689
831.002,345.611689
831.102,345.5925283
831.202,345.5637873
831.302,345.5637873
831.402,345.5637873
831.502,345.5350462
831.602,345.5637873
831.702,345.5637873
831.802,345.5637873
831.902,345.5637873
832.002,345.554207
832.102,345.5350462
832.202,345.5350462
832.302,345.5446266
832.402,345.4967247
832.502,345.5350462
832.602,345.5350462
832.702,345.5063051
832.802,345.4967247
832.902,345.4775639
833.002,345.4967247
833.102,345.4775639
833.202,345.4871443
833.302,345.4775639
833.402,345.4871443
833.502,345.4679835
833.602,345.4871443
833.702,345.4488226
833.802,345.4679835
833.902,345.4679835
834.002,345.4679835
834.102,345.4488226
834.202,345.4584031
834.302,345.4679835
834.402,345.4296618
834.502,345.4392422
834.602,345.4392422
834.702,345.4392422
834.802,345.4200813
834.902,345.4200813
835.002,345.4200813
835.102,345.3817594
835.202,345.3913399
835.302,345.4009204
835.402,345.3913399
835.502,345.4009204
835.602,345.3817594
835.702,345.372179
835.802,345.3625985
835.902,345.353018
836.002,345.3338569
836.102,345.353018
836.202,345.353018
836.302,345.3434375
836.402,345.3434375
836.502,345.3242764
836.602,345.3434375
836.702,345.3051154
836.802,345.3051154
836.902,345.3146959
837.002,345.3051154
837.102,345.3051154
837.202,345.2955348
837.302,345.2859543
837.402,345.2955348
837.502,345.2955348
837.602,345.2955348
837.702,345.2667931
837.802,345.2763737
837.902,345.2763737
838.002,345.2572126
838.102,345.247632
838.202,345.2667931
838.302,345.247632
838.402,345.2380514
838.502,345.2572126
838.602,345.247632
838.702,345.247632
838.802,345.2572126
838.902,345.2284708
839.002,345.2284708
839.102,345.1997289
839.202,345.2188902
839.302,345.2093096
839.402,345.1997289
839.502,345.1901483
839.602,345.2188902
839.702,345.1901483
839.802,345.1901483
839.902,345.170987
840.002,345.1518257
840.102,345.170987
840.202,345.1805677
840.302,345.170987
840.402,345.1614064
840.502,345.1518257
840.602,345.170987
840.702,345.170987
840.802,345.1614064
840.902,345.142245
841.002,345.1230837
841.102,345.142245
841.202,345.1230837
841.302,345.113503
841.402,345.113503
841.502,345.113503
841.602,345.1230837
841.702,345.1039223
841.802,345.1230837
841.902,345.113503
842.002,345.1039223
842.102,345.0751801
842.202,345.0751801
842.302,345.113503
842.402,345.0655994
842.502,345.0847609
842.602,345.0655994
842.702,345.0751801
842.802,345.0751801
842.902,345.0751801
843.002,345.0560187
843.102,345.0560187
843.202,345.0560187
843.302,345.0464379
843.402,345.0176956
843.502,345.0560187
843.602,345.0464379
843.702,345.0368572
843.802,345.0176956
843.902,345.0368572
844.002,345.0272764
844.102,345.0176956
844.202,345.0176956
844.302,345.0272764
844.402,345.0081148
844.502,344.9889532
844.602,344.998534
844.702,344.998534
844.802,344.9889532
844.902,344.9889532
845.002,344.9889532
845.102,344.9602108
845.202,344.9889532
845.302,344.9697916
845.402,344.9602108
845.502,344.9697916
845.602,344.9697916
845.702,344.95063
845.802,344.9314683
845.902,344.9410491
846.002,344.95063
846.102,344.9410491
846.202,344.9218874
846.302,344.9410491
846.402,344.9314683
846.502,344.95063
846.602,344.9218874
846.702,344.9314683
846.802,344.9123065
846.902,344.9123065
847.002,344.9027257
847.102,344.8931448
847.202,344.873983
847.302,344.873983
847.402,344.8835639
847.502,344.873983
847.602,344.873983
847.702,344.8835639
847.802,344.8835639
847.902,344.8644021
848.002,344.8548212
848.102,344.8835639
848.202,344.873983
848.302,344.8644021
848.402,344.8452402
848.502,344.8356593
848.602,344.8356593
848.702,344.8164974
848.802,344.8452402
848.902,344.8356593
849.002,344.8452402
849.102,344.8164974
849.202,344.8164974
849.302,344.8356593
849.402,344.8260784
849.502,344.8069165
849.602,344.8069165
849.702,344.7877545
849.802,344.8069165
849.902,344.7781735
850.002,344.7877545
850.102,344.7781735
850.202,344.8069165
850.302,344.7781735
850.402,344.7590115
850.502,344.7590115
850.602,344.7494305
850.702,344.7685925
850.802,344.7781735
850.902,344.7494305
851.002,344.7398495
851.102,344.7398495
851.202,344.7685925
851.302,344.7494305
851.402,344.7302685
851.502,344.7302685
851.602,344.7302685
851.702,344.7206874
851.802,344.7111064
851.902,344.7302685
852.002,344.7111064
852.102,344.7111064
852.202,344.7015253
852.302,344.6823632
852.402,344.7015253
852.502,344.663201
852.602,344.6727821
852.702,344.6919442
852.802,344.6823632
852.902,344.6727821
853.002,344.6919442
853.102,344.6727821
853.202,344.6344576
853.302,344.6536199
853.402,344.6536199
853.502,344.6440388
853.602,344.6440388
853.702,344.6248765
853.802,344.6248765
853.902,344.6248765
854.002,344.6344576
854.102,344.6248765
854.202,344.5961331
854.302,344.6344576
854.402,344.5961331
854.502,344.5961331
854.602,344.6057142
854.702,344.5673895
854.802,344.5673895
854.902,344.5769707
855.002,344.5865519
855.102,344.5769707
855.202,344.5578083
855.302,344.5769707
855.402,344.5482271
855.502,344.5194835
855.602,344.5482271
855.702,344.5194835
855.802,344.5482271
855.902,344.5386459
856.002,344.5194835
856.102,344.5099022
856.202,344.5099022
856.302,344.500321
856.402,344.5099022
856.502,344.5099022
856.602,344.500321
856.702,344.4907397
856.802,344.4907397
856.902,344.4811584
857.002,344.4907397
857.102,344.4811584
857.202,344.4428332
857.302,344.4811584
857.402,344.4715771
857.502,344.4524146
857.602,344.4619959
857.702,344.4332519
857.802,344.4524146
857.902,344.4428332
858.002,344.4332519
858.102,344.4428332
858.202,344.4236706
858.302,344.4236706
858.402,344.4236706
858.502,344.4236706
858.602,344.4236706
858.702,344.4045079
858.802,344.3949265
858.902,344.3853452
859.002,344.3949265
859.102,344.3949265
859.202,344.3853452
859.302,344.3853452
859.402,344.3853452
859.502,344.3757638
859.602,344.3470196
859.702,344.3757638
859.802,344.3470196
859.902,344.3661824
860.002,344.3661824
860.102,344.3374382
860.202,344.3278568
860.302,344.3470196
860.402,344.3374382
860.502,344.3278568
860.602,344.3182753
860.702,344.3182753
860.802,344.3086939
860.902,344.3086939
861.002,344.3086939
861.102,344.2799495
861.202,344.2991124
861.302,344.3086939
861.402,344.289531
861.502,344.289531
861.602,344.270368
861.702,344.289531
861.802,344.270368
861.902,344.270368
862.002,344.251205
862.102,344.251205
862.202,344.251205
862.302,344.251205
862.402,344.2416235
862.502,344.2224604
862.602,344.251205
862.702,344.2128789
862.802,344.2224604
862.902,344.2416235
863.002,344.2224604
863.102,344.2032973
863.202,344.1937157
863.302,344.1937157
863.402,344.2128789
863.502,344.2128789
863.602,344.2032973
863.702,344.1745526
863.802,344.1937157
863.902,344.1937157
864.002,344.164971
864.102,344.1553894
864.202,344.1553894
864.302,344.1458077
864.402,344.1458077
864.502,344.1745526
864.602,344.1553894
864.702,344.1553894
864.802,344.1362261
864.902,344.1266445
865.002,344.1170628
865.102,344.1362261
865.202,344.1266445
865.302,344.1170628
865.402,344.1074811
865.502,344.0978995
865.602,344.1074811
865.702,344.0883178
865.802,344.0978995
865.902,344.0978995
866.002,344.0978995
866.102,344.0883178
866.202,344.0787361
866.302,344.0787361
866.402,344.0978995
866.502,344.0787361
866.602,344.0787361
866.702,344.0595727
866.802,344.0691544
866.902,344.0691544
867.002,344.0212457
867.102,344.049991
867.202,344.0404092
867.302,344.0308275
867.402,344.0212457
867.502,344.0404092
867.602,344.0212457
867.702,344.0404092
867.802,344.0404092
867.902,344.0308275
868.002,344.0020822
868.102,344.0020822
868.202,344.0116639
868.302,343.9925004
868.402,344.0020822
868.502,343.9829186
868.602,343.9829186
868.702,344.0020822
868.802,343.9733368
868.902,344.0020822
869.002,343.9637549
869.102,343.9541731
869.202,343.9829186
869.302,343.9445913
869.402,343.9637549
869.502,343.9350094
869.602,343.9445913
869.702,343.9445913
869.802,343.9637549
869.902,343.9350094
870.002,343.9350094
870.102,343.9254276
870.202,343.8966819
870.302,343.9445913
870.402,343.9350094
870.502,343.9254276
870.602,343.8871
870.702,343.9158457
870.802,343.8966819
870.902,343.8679361
871.002,343.9062638
871.102,343.8679361
871.202,343.8871
871.302,343.8966819
871.402,343.8487722
871.502,343.8583542
871.602,343.8775181
871.702,343.8583542
871.802,343.8487722
871.902,343.8679361
872.002,343.8296083
872.102,343.8391903
872.202,343.8391903
872.302,343.8104443
872.402,343.8487722
872.502,343.8008623
872.602,343.8200263
872.702,343.8200263
872.802,343.8296083
872.902,343.8104443
873.002,343.8104443
873.102,343.8296083
873.202,343.8104443
873.302,343.7912803
873.402,343.7816983
873.502,343.7816983
873.602,343.7816983
873.702,343.7721162
873.802,343.7337879
873.902,343.8008623
874.002,343.7529521
874.102,343.7625342
874.202,343.7625342
874.302,343.7529521
874.402,343.7529521
874.502,343.7337879
874.602,343.74337
874.702,343.7242058
874.802,343.7529521
874.902,343.7146237
875.002,343.7146237
875.102,343.7146237
875.202,343.6762952
875.302,343.6954595
875.402,343.6954595
875.502,343.7050416
875.602,343.6762952
875.702,343.666713
875.802,343.6954595
875.902,343.6954595
876.002,343.6954595
876.102,343.666713
876.202,343.6762952
876.302,343.666713
876.402,343.6571308
876.502,343.6475486
876.602,343.6475486
876.702,343.666713
876.802,343.666713
876.902,343.6283842
877.002,343.6379664
877.102,343.618802
877.202,343.618802
877.302,343.6283842
877.402,343.5996375
877.502,343.6092197
877.602,343.5996375
877.702,343.5708907
877.802,343.5996375
877.902,343.6092197
878.002,343.5996375
878.102,343.5517261
878.202,343.5708907
878.302,343.580473
878.402,343.5517261
878.502,343.5517261
878.602,343.5613084
878.702,343.5421437
878.802,343.5613084
878.902,343.5325614
879.002,343.5421437
879.102,343.5325614
879.202,343.5325614
879.302,343.494232
879.402,343.5229791
879.502,343.494232
879.602,343.4846496
879.702,343.494232
879.802,343.4846496
879.902,343.5038143
880.002,343.494232
880.102,343.4750672
880.202,343.4750672
880.302,343.4750672
880.402,343.4654847
880.502,343.4654847
880.602,343.4750672
880.702,343.4559023
880.802,343.4559023
880.902,343.4559023
881.002,343.427155
881.102,343.40799
881.202,343.40799
881.302,343.4463199
881.402,343.40799
881.502,343.427155
881.602,343.40799
881.702,343.3984075
881.802,343.4175725
881.902,343.3984075
882.002,343.3984075
882.102,343.3984075
882.202,343.3984075
882.302,343.3696599
882.402,343.3504948
882.502,343.3409122
882.602,343.3792425
882.702,343.3600774
882.802,343.3600774
882.902,343.3409122
883.002,343.3600774
883.102,343.3313296
883.202,343.3504948
883.302,343.3409122
883.402,343.3121644
883.502,343.321747
883.602,343.321747
883.702,343.321747
883.802,343.3121644
883.902,343.3121644
884.002,343.2834165
884.102,343.3121644
884.202,343.2929992
884.302,343.2929992
884.402,343.2929992
884.502,343.2642512
884.602,343.2834165
884.702,343.2642512
884.802,343.3025818
884.902,343.2834165
885.002,343.2642512
885.102,343.2834165
885.202,343.2546685
885.302,343.2642512
885.402,343.2834165
885.502,343.2355031
885.602,343.2259204
885.702,343.2450858
885.802,343.2355031
885.902,343.2355031
886.002,343.2259204
886.102,343.2259204
886.202,343.2163376
886.302,343.2163376
886.402,343.2067549
886.502,343.1971721
886.602,343.1875893
886.702,343.2067549
886.802,343.1780065
886.902,343.1684237
887.002,343.1588409
887.102,343.1780065
887.202,343.1780065
887.302,343.1780065
887.402,343.1684237
887.502,343.1588409
887.602,343.1396753
887.702,343.1396753
887.802,343.1300924
887.902,343.1588409
888.002,343.1684237
888.102,343.1300924
888.202,343.1396753
888.302,343.1396753
888.402,343.1205095
888.502,343.1300924
888.602,343.1205095
888.702,343.1300924
888.802,343.0917609
888.902,343.1013438
889.002,343.1109267
889.102,343.1013438
889.202,343.1013438
889.302,343.1013438
889.402,343.1013438
889.502,343.0821779
889.602,343.0630121
889.702,343.0917609
889.802,343.0630121
889.902,343.0630121
890.002,343.0438461
890.102,343.0342632
890.202,343.0342632
890.302,343.0534291
890.402,343.0438461
890.502,343.0534291
890.602,343.0342632
890.702,343.0438461
890.802,343.0150972
890.902,343.0342632
891.002,343.0246802
891.102,342.9959311
891.202,343.0150972
891.302,343.0055141
891.402,342.986348
891.502,342.986348
891.602,342.986348
891.702,342.986348
891.802,343.0055141
891.902,342.976765
892.002,342.9671819
892.102,342.9671819
892.202,342.9671819
892.302,342.9671819
892.402,342.9480157
892.502,342.9671819
892.602,342.9671819
892.702,342.9671819
892.802,342.9575988
892.902,342.9288495
893.002,342.9575988
893.102,342.9384326
893.202,342.9384326
893.302,342.9192663
893.402,342.9192663
893.502,342.9192663
893.602,342.9096832
893.702,342.9384326
893.802,342.9288495
893.902,342.9001
894.002,342.9096832
894.102,342.9001
894.202,342.9096832
894.302,342.9001
894.402,342.8905168
894.502,342.9192663
894.602,342.8809336
894.702,342.8905168
894.802,342.8905168
894.902,342.8809336
895.002,342.8713504
895.102,342.9001
895.202,342.8617672
895.302,342.8809336
895.402,342.852184
895.502,342.8713504
895.602,342.8713504
895.702,342.8617672
895.802,342.8426007
895.902,342.852184
896.002,342.8330174
896.102,342.8426007
896.202,342.8426007
896.302,342.8138509
896.402,342.8330174
896.502,342.852184
896.602,342.8042676
896.702,342.8234342
896.802,342.8330174
896.902,342.8042676
897.002,342.8138509
897.102,342.8234342
897.202,342.8042676
897.302,342.8138509
897.402,342.8234342
897.502,342.8138509
897.602,342.8138509
897.702,342.8138509
897.802,342.7755176
897.902,342.7659342
898.002,342.7946843
898.102,342.8138509
898.202,342.8042676
898.302,342.7851009
898.402,342.7851009
898.502,342.7563508
898.602,342.7659342
898.702,342.7755176
898.802,342.7371841
898.902,342.7180172
899.002,342.7563508
899.102,342.7467675
899.202,342.7371841
899.302,342.7371841
899.402,342.7371841
899.502,342.7084338
899.602,342.6988503
899.702,342.7180172
899.802,342.6988503
899.902,342.7084338
900.002,342.6892668
900.102,342.6988503
900.202,342.6796834
900.302,342.6796834
900.402,342.6988503
900.502,342.6605163
900.602,342.6796834
900.702,342.6796834
900.802,342.6796834
900.902,342.6509328
901.002,342.6605163
901.102,342.6605163
901.202,342.6509328
901.302,342.6413493
901.402,342.6413493
901.502,342.6509328
901.602,342.6317657
901.702,342.6413493
901.802,342.6221821
901.902,342.5934314
902.002,342.6125986
902.102,342.5838477
902.202,342.5742641
902.302,342.5838477
902.402,342.603015
902.502,342.5838477
902.602,342.603015
902.702,342.5838477
902.802,342.5838477
902.902,342.5646804
903.002,342.5646804
903.102,342.5550968
903.202,342.5550968
903.302,342.5455131
903.402,342.5455131
903.502,342.5167619
903.602,342.5455131
903.702,342.5263457
903.802,342.5359294
903.902,342.5263457
904.002,342.5167619
904.102,342.5071782
904.202,342.5263457
904.302,342.5071782
904.402,342.4975944
904.502,342.4880107
904.602,342.5071782
904.702,342.4880107
904.802,342.5071782
904.902,342.4688431
905.002,342.4592593
905.102,342.4688431
905.202,342.4688431
905.302,342.4688431
905.402,342.4688431
905.502,342.4688431
905.602,342.4784269
905.702,342.4592593
905.802,342.4209239
905.902,342.4305077
906.002,342.4017561
906.102,342.4496754
906.202,342.41134
906.302,342.4017561
906.402,342.4017561
906.502,342.3921722
906.602,342.4017561
906.702,342.3634203
906.802,342.3730043
906.902,342.3825882
907.002,342.4017561
907.102,342.3921722
907.202,342.3730043
907.302,342.3825882
907.402,342.3346684
907.502,342.3538364
907.602,342.3442524
907.702,342.3538364
907.802,342.3538364
907.902,342.3538364
908.002,342.3538364
908.102,342.3346684
908.202,342.3538364
908.302,342.3155003
908.402,342.3250843
908.502,342.3155003
908.602,342.3155003
908.702,342.2963322
908.802,342.3059163
908.902,342.2963322
909.002,342.2867481
909.102,342.277164
909.202,342.2867481
909.302,342.2675799
909.402,342.277164
909.502,342.277164
909.602,342.277164
909.702,342.2579958
909.802,342.2484116
909.902,342.2579958
910.002,342.277164
910.102,342.2484116
910.202,342.2484116
910.302,342.2388275
910.402,342.2388275
910.502,342.2196591
910.602,342.2196591
910.702,342.2100749
910.802,342.2100749
910.902,342.2004907
911.002,342.2100749
911.102,342.1909065
911.202,342.2004907
911.302,342.1813222
911.402,342.171738
911.502,342.1813222
911.602,342.1909065
911.702,342.171738
911.802,342.1813222
911.902,342.1813222
912.002,342.1909065
912.102,342.1621537
912.202,342.1429851
912.302,342.1621537
912.402,342.171738
912.502,342.1525694
912.602,342.1429851
912.702,342.1525694
912.802,342.1813222
912.902,342.1334008
913.002,342.1142321
913.102,342.1238164
913.202,342.1238164
913.302,342.1046477
913.402,342.1046477
913.502,342.1238164
913.602,342.1046477
913.702,342.1142321
913.802,342.1046477
913.902,342.0950633
914.002,342.0854789
914.102,342.0854789
914.202,342.0663101
914.302,342.0950633
914.402,342.0471412
914.502,342.0854789
914.602,342.0663101
914.702,342.0471412
914.802,342.0950633
914.902,342.0471412
915.002,342.0279722
915.102,342.0663101
915.202,342.0375567
915.302,342.0183877
915.402,342.0471412
915.502,342.0279722
915.602,342.0279722
915.702,342.0088032
915.802,342.0088032
915.902,342.0279722
916.002,342.0088032
916.102,342.0183877
916.202,342.0279722
916.302,341.9800495
916.402,341.9896341
916.502,341.9896341
916.602,341.9896341
916.702,341.9704649
916.802,341.9704649
916.902,341.9800495
917.002,341.9704649
917.102,341.9704649
917.202,341.941711
917.302,341.9321264
917.402,341.9321264
917.502,341.9512957
917.602,341.9321264
917.702,341.9321264
917.802,341.9225417
